variable,question,value,value_label
CC24_410,Pres vote post,2,Donald Trump
CC24_410,Pres vote post,3,"Robert F. Kennedy, Jr."
CC24_410,Pres vote post,4,Jill Stein
CC24_410,Pres vote post,5,Cornel West
CC24_410,Pres vote post,6,Chase Oliver
CC24_410,Pres vote post,8,Other
CC24_410,Pres vote post,9,Did not vote for President
CC24_410,Pres vote post,98,skipped
CC24_410,Pres vote post,99,not asked
CC24_410_t,Pres vote post - open,NA,NA
CC24_411,Senate vote post,1,$SenCand1Name ($SenCand1Party)
CC24_411,Senate vote post,2,$SenCand2Name ($SenCand2Party)
CC24_411,Senate vote post,3,$SenCand3Name ($SenCand3Party)
CC24_411,Senate vote post,5,Other
CC24_411,Senate vote post,6,I did not vote in this race
CC24_411,Senate vote post,8,Not sure
CC24_411,Senate vote post,98,skipped
CC24_411,Senate vote post,99,not asked
CC24_411_t,Senate vote post - open,NA,NA
CC24_411b,Senate vote 2nd race post,1,$SenCand1Name2 ($SenCand1Party2)
CC24_411b,Senate vote 2nd race post,2,$SenCand2Name2 ($SenCand2Party2)
CC24_411b,Senate vote 2nd race post,7,Other
CC24_411b,Senate vote 2nd race post,8,I did not vote in this race
CC24_411b,Senate vote 2nd race post,10,Not sure
CC24_411b,Senate vote 2nd race post,98,skipped
CC24_411b,Senate vote 2nd race post,99,not asked
CC24_411b_t,Senate vote 2nd race post - open,NA,NA
CC24_412,House vote post,1,$HouseCand1Name ($HouseCand1Party)
CC24_412,House vote post,2,$HouseCand2Name ($HouseCand2Party)
CC24_412,House vote post,3,$HouseCand3Name ($HouseCand3Party)
CC24_412,House vote post,4,$HouseCand4Name ($HouseCand4Party)
CC24_412,House vote post,5,$HouseCand5Name ($HouseCand5Party)
CC24_412,House vote post,10,Other
CC24_412,House vote post,11,I did not vote in this race
CC24_412,House vote post,13,Not sure
CC24_412,House vote post,98,skipped
CC24_412,House vote post,99,not asked
CC24_412_t,House vote post - open,NA,NA
CC24_413,Governor vote post,1,$GovCand1Name ($GovCand1Party)
CC24_413,Governor vote post,2,$GovCand2Name ($GovCand2Party)
CC24_413,Governor vote post,3,$GovCand3Name ($GovCand3Party)
CC24_413,Governor vote post,4,Other
CC24_413,Governor vote post,5,I did not vote in this race
CC24_413,Governor vote post,7,Not sure
CC24_413,Governor vote post,98,skipped
CC24_413,Governor vote post,99,not asked
CC24_413_t,Governor vote post - open,NA,NA
CC24_410_nv,President prefer,1,Kamala Harris
CC24_410_nv,President prefer,2,Donald Trump
CC24_410_nv,President prefer,3,"Robert F. Kennedy, Jr."
CC24_410_nv,President prefer,4,Jill Stein
CC24_410_nv,President prefer,5,Cornel West
CC24_410_nv,President prefer,6,Chase Oliver
CC24_410_nv,President prefer,8,Other
CC24_410_nv,President prefer,9,Not sure
CC24_410_nv,President prefer,98,skipped
CC24_410_nv,President prefer,99,not asked
CC24_410_nv_t,President prefer - open,NA,NA
CC24_411_nv,Senator prefer,1,$SenCand1Name ($SenCand1Party)
CC24_411_nv,Senator prefer,2,$SenCand2Name ($SenCand2Party)
CC24_411_nv,Senator prefer,3,$SenCand3Name ($SenCand3Party)
CC24_411_nv,Senator prefer,5,Other
CC24_411_nv,Senator prefer,7,Not sure
CC24_411_nv,Senator prefer,98,skipped
CC24_411_nv,Senator prefer,99,not asked
CC24_411_nv_t,Senator prefer - open,NA,NA
CC24_411b_nv,Senator prefer 2nd race,1,$SenCand1Name2 ($SenCand1Party2)
CC24_411b_nv,Senator prefer 2nd race,2,$SenCand2Name2 ($SenCand2Party2)
CC24_411b_nv,Senator prefer 2nd race,7,Other
CC24_411b_nv,Senator prefer 2nd race,8,I did not vote in this race
CC24_411b_nv,Senator prefer 2nd race,9,I did not vote
CC24_411b_nv,Senator prefer 2nd race,10,Not sure
CC24_411b_nv,Senator prefer 2nd race,98,skipped
CC24_411b_nv,Senator prefer 2nd race,99,not asked
CC24_411b_nv_t,Senator prefer 2nd race - open,NA,NA
CC24_412_nv,House prefer,1,$HouseCand1Name ($HouseCand1Party)
CC24_412_nv,House prefer,2,$HouseCand2Name ($HouseCand2Party)
CC24_412_nv,House prefer,3,$HouseCand3Name ($HouseCand3Party)
CC24_412_nv,House prefer,4,$HouseCand4Name ($HouseCand4Party)
CC24_412_nv,House prefer,5,$HouseCand5Name ($HouseCand5Party)
CC24_412_nv,House prefer,10,Other
CC24_412_nv,House prefer,11,Not sure
CC24_412_nv,House prefer,98,skipped
CC24_412_nv,House prefer,99,not asked
CC24_412_nv_t,House prefer - open,NA,NA
CC24_413_nv,Governor prefer,1,$GovCand1Name ($GovCand1Party)
CC24_413_nv,Governor prefer,2,$GovCand2Name ($GovCand2Party)
CC24_413_nv,Governor prefer,3,$GovCand3Name ($GovCand3Party)
CC24_413_nv,Governor prefer,7,Other
CC24_413_nv,Governor prefer,9,Not sure
CC24_413_nv,Governor prefer,98,skipped
CC24_413_nv,Governor prefer,99,not asked
CC24_413_nv_t,Governor prefer - open,NA,NA
CC24_414a,State Vote - AG,1,$AttCand1Name ($AttCand1Party)
CC24_414a,State Vote - AG,2,$AttCand2Name ($AttCand2Party)
CC24_414a,State Vote - AG,3,$AttCand3Name ($AttCand3Party)
CC24_414a,State Vote - AG,4,Other
CC24_414a,State Vote - AG,5,Not sure
CC24_414a,State Vote - AG,8,skipped
CC24_414a,State Vote - AG,9,not asked
CC24_414b,State Vote - SOS,1,$SecCand1Name ($SecCand1Party)
CC24_414b,State Vote - SOS,2,$SecCand2Name ($SecCand2Party)
CC24_414b,State Vote - SOS,3,$SecCand3Name ($SecCand3Party)
CC24_414b,State Vote - SOS,4,Other
CC24_414b,State Vote - SOS,5,Not sure
CC24_414b,State Vote - SOS,8,skipped
CC24_414b,State Vote - SOS,9,not asked
CC24_415c,Vote State legislature -- $inputstate State Senate,1,Democratic candidate
CC24_415c,Vote State legislature -- $inputstate State Senate,2,Republican candidate
CC24_415c,Vote State legislature -- $inputstate State Senate,3,Other candidate
CC24_415c,Vote State legislature -- $inputstate State Senate,4,Did not vote in this race
CC24_415c,Vote State legislature -- $inputstate State Senate,5,There was no race for this office
CC24_415c,Vote State legislature -- $inputstate State Senate,8,skipped
CC24_415c,Vote State legislature -- $inputstate State Senate,9,not asked
CC24_415d,Vote State legislature -- $LowerChamberName,1,Democratic candidate
CC24_415d,Vote State legislature -- $LowerChamberName,2,Republican candidate
CC24_415d,Vote State legislature -- $LowerChamberName,3,Other candidate
CC24_415d,Vote State legislature -- $LowerChamberName,4,Did not vote in this race
CC24_415d,Vote State legislature -- $LowerChamberName,5,There was no race for this office
CC24_415d,Vote State legislature -- $LowerChamberName,8,skipped
CC24_415d,Vote State legislature -- $LowerChamberName,9,not asked
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,1,White
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,2,Black
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,3,Hispanic
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,4,Asian
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,5,Other
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,6,Not sure
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,8,skipped
CC24_416a,Race/ethnicity politicians -- $HouseCand1Name,9,not asked
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,1,White
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,2,Black
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,3,Hispanic
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,4,Asian
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,5,Other
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,6,Not sure
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,8,skipped
CC24_416b,Race/ethnicity politicians -- $HouseCand2Name,9,not asked
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,1,White
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,2,Black
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,3,Hispanic
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,4,Asian
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,5,Other
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,6,Not sure
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,8,skipped
CC24_416c,Race/ethnicity politicians -- $CurrentHouseName,9,not asked
CC24_416a_other,Race/ethnicity politicians - HouseCand1Name - open,NA,NA
CC24_416b_other,Race/ethnicity politicians - HouseCand2Name - open,NA,NA
CC24_416c_other,Race/ethnicity politicians - CurrentHouseName - open,NA,NA
CC24_420_1,Use U.S. military troops - Ensure the supply of oil,1,selected
CC24_420_1,Use U.S. military troops - Ensure the supply of oil,2,not selected
CC24_420_1,Use U.S. military troops - Ensure the supply of oil,8,skipped
CC24_420_1,Use U.S. military troops - Ensure the supply of oil,9,not asked
CC24_420_2,Use U.S. military troops - Destroy a terrorist camp,1,selected
CC24_420_2,Use U.S. military troops - Destroy a terrorist camp,2,not selected
CC24_420_2,Use U.S. military troops - Destroy a terrorist camp,8,skipped
CC24_420_2,Use U.S. military troops - Destroy a terrorist camp,9,not asked
CC24_420_3,Use U.S. military troops - Intervene in a region where there is genocide or a civil war,1,selected
CC24_420_3,Use U.S. military troops - Intervene in a region where there is genocide or a civil war,2,not selected
CC24_420_3,Use U.S. military troops - Intervene in a region where there is genocide or a civil war,8,skipped
CC24_420_3,Use U.S. military troops - Intervene in a region where there is genocide or a civil war,9,not asked
CC24_420_4,Use U.S. military troops - Assist the spread of democracy,1,selected
CC24_420_4,Use U.S. military troops - Assist the spread of democracy,2,not selected
CC24_420_4,Use U.S. military troops - Assist the spread of democracy,8,skipped
CC24_420_4,Use U.S. military troops - Assist the spread of democracy,9,not asked
CC24_420_5,Use U.S. military troops - Protect American allies under attack by foreign nations,1,selected
CC24_420_5,Use U.S. military troops - Protect American allies under attack by foreign nations,2,not selected
CC24_420_5,Use U.S. military troops - Protect American allies under attack by foreign nations,8,skipped
CC24_420_5,Use U.S. military troops - Protect American allies under attack by foreign nations,9,not asked
CC24_420_6,Use U.S. military troops - Help the United Nations uphold international law,1,selected
CC24_420_6,Use U.S. military troops - Help the United Nations uphold international law,2,not selected
CC24_420_6,Use U.S. military troops - Help the United Nations uphold international law,8,skipped
CC24_420_6,Use U.S. military troops - Help the United Nations uphold international law,9,not asked
CC24_420_7,Use U.S. military troops - None of the above,1,selected
CC24_420_7,Use U.S. military troops - None of the above,2,not selected
CC24_420_7,Use U.S. military troops - None of the above,8,skipped
CC24_420_7,Use U.S. military troops - None of the above,9,not asked
CC24_421_1,Election fair -- Elections in the U.S. are fair,1,Strongly agree
CC24_421_1,Election fair -- Elections in the U.S. are fair,2,Somewhat agree
CC24_421_1,Election fair -- Elections in the U.S. are fair,3,Neither agree nor disagree
CC24_421_1,Election fair -- Elections in the U.S. are fair,4,Somewhat disagree
CC24_421_1,Election fair -- Elections in the U.S. are fair,5,Strongly disagree
CC24_421_1,Election fair -- Elections in the U.S. are fair,8,skipped
CC24_421_1,Election fair -- Elections in the U.S. are fair,9,not asked
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,1,Strongly agree
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,2,Somewhat agree
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,3,Neither agree nor disagree
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,4,Somewhat disagree
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,5,Strongly disagree
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,8,skipped
CC24_421_2,Election fair -- Your state or local government conducted a fair and accurate election in 2024,9,not asked
CC24_423,trustfed,1,A great deal
CC24_423,trustfed,2,A fair amount
CC24_423,trustfed,3,Not very much
CC24_423,trustfed,8,None at all
CC24_423,trustfed,98,skipped
CC24_423,trustfed,99,not asked
CC24_424,truststate,1,A great deal
CC24_424,truststate,2,A fair amount
CC24_424,truststate,3,Not very much
CC24_424,truststate,8,None at all
CC24_424,truststate,98,skipped
CC24_424,truststate,99,not asked
CC24_430a_1,Past year - Attend local political meetings,1,selected
CC24_430a_1,Past year - Attend local political meetings,2,not selected
CC24_430a_1,Past year - Attend local political meetings,8,skipped
CC24_430a_1,Past year - Attend local political meetings,9,not asked
CC24_430a_2,Past year - Put up a political sign,1,selected
CC24_430a_2,Past year - Put up a political sign,2,not selected
CC24_430a_2,Past year - Put up a political sign,8,skipped
CC24_430a_2,Past year - Put up a political sign,9,not asked
CC24_430a_3,Past year - Work for a candidate or campaign,1,selected
CC24_430a_3,Past year - Work for a candidate or campaign,2,not selected
CC24_430a_3,Past year - Work for a candidate or campaign,8,skipped
CC24_430a_3,Past year - Work for a candidate or campaign,9,not asked
CC24_430a_4,"Past year - Attend a political protest, march or demonstration",1,selected
CC24_430a_4,"Past year - Attend a political protest, march or demonstration",2,not selected
CC24_430a_4,"Past year - Attend a political protest, march or demonstration",8,skipped
CC24_430a_4,"Past year - Attend a political protest, march or demonstration",9,not asked
CC24_430a_5,Past year - Contact a public official,1,selected
CC24_430a_5,Past year - Contact a public official,2,not selected
CC24_430a_5,Past year - Contact a public official,8,skipped
CC24_430a_5,Past year - Contact a public official,9,not asked
CC24_430a_6,"Past year - Donate money to a candidate, campaign, or political organization",1,selected
CC24_430a_6,"Past year - Donate money to a candidate, campaign, or political organization",2,not selected
CC24_430a_6,"Past year - Donate money to a candidate, campaign, or political organization",8,skipped
CC24_430a_6,"Past year - Donate money to a candidate, campaign, or political organization",9,not asked
CC24_430a_7,Past year - Donate blood,1,selected
CC24_430a_7,Past year - Donate blood,2,not selected
CC24_430a_7,Past year - Donate blood,8,skipped
CC24_430a_7,Past year - Donate blood,9,not asked
CC24_430a_8,Past year - None of these,1,selected
CC24_430a_8,Past year - None of these,2,not selected
CC24_430a_8,Past year - None of these,8,skipped
CC24_430a_8,Past year - None of these,9,not asked
CC24_430b_1,Donate money - Candidate for President,1,selected
CC24_430b_1,Donate money - Candidate for President,2,not selected
CC24_430b_1,Donate money - Candidate for President,8,skipped
CC24_430b_1,Donate money - Candidate for President,9,not asked
CC24_430b_2,Donate money - Candidate for U.S. Senate in my state,1,selected
CC24_430b_2,Donate money - Candidate for U.S. Senate in my state,2,not selected
CC24_430b_2,Donate money - Candidate for U.S. Senate in my state,8,skipped
CC24_430b_2,Donate money - Candidate for U.S. Senate in my state,9,not asked
CC24_430b_3,Donate money - Candidate for U.S. Senate in another state,1,selected
CC24_430b_3,Donate money - Candidate for U.S. Senate in another state,2,not selected
CC24_430b_3,Donate money - Candidate for U.S. Senate in another state,8,skipped
CC24_430b_3,Donate money - Candidate for U.S. Senate in another state,9,not asked
CC24_430b_4,Donate money - Candidate for U.S. House in my state,1,selected
CC24_430b_4,Donate money - Candidate for U.S. House in my state,2,not selected
CC24_430b_4,Donate money - Candidate for U.S. House in my state,8,skipped
CC24_430b_4,Donate money - Candidate for U.S. House in my state,9,not asked
CC24_430b_5,Donate money - Candidate for U.S. House in another state,1,selected
CC24_430b_5,Donate money - Candidate for U.S. House in another state,2,not selected
CC24_430b_5,Donate money - Candidate for U.S. House in another state,8,skipped
CC24_430b_5,Donate money - Candidate for U.S. House in another state,9,not asked
CC24_430b_6,Donate money - Candidate for state office,1,selected
CC24_430b_6,Donate money - Candidate for state office,2,not selected
CC24_430b_6,Donate money - Candidate for state office,8,skipped
CC24_430b_6,Donate money - Candidate for state office,9,not asked
CC24_430b_7,Donate money - Political party committee,1,selected
CC24_430b_7,Donate money - Political party committee,2,not selected
CC24_430b_7,Donate money - Political party committee,8,skipped
CC24_430b_7,Donate money - Political party committee,9,not asked
CC24_430b_8,Donate money - Political action committee at work,1,selected
CC24_430b_8,Donate money - Political action committee at work,2,not selected
CC24_430b_8,Donate money - Political action committee at work,8,skipped
CC24_430b_8,Donate money - Political action committee at work,9,not asked
CC24_430b_9,Donate money - Political group,1,selected
CC24_430b_9,Donate money - Political group,2,not selected
CC24_430b_9,Donate money - Political group,8,skipped
CC24_430b_9,Donate money - Political group,9,not asked
CC24_430b_10,Donate money - Other,1,selected
CC24_430b_10,Donate money - Other,2,not selected
CC24_430b_10,Donate money - Other,8,skipped
CC24_430b_10,Donate money - Other,9,not asked
CC24_430b_t,Donate money - open,NA,NA
CC24_430c,Amount contribute to all candidates/committees,9999998,skipped
CC24_430c,Amount contribute to all candidates/committees,9999999,not asked
CC24_431a,Contacted by candidate or political campaign,1,Yes
CC24_431a,Contacted by candidate or political campaign,2,No
CC24_431a,Contacted by candidate or political campaign,8,skipped
CC24_431a,Contacted by candidate or political campaign,9,not asked
CC24_431b_1,Candidate contact method - In person,1,selected
CC24_431b_1,Candidate contact method - In person,2,not selected
CC24_431b_1,Candidate contact method - In person,8,skipped
CC24_431b_1,Candidate contact method - In person,9,not asked
CC24_431b_2,Candidate contact method - Phone call,1,selected
CC24_431b_2,Candidate contact method - Phone call,2,not selected
CC24_431b_2,Candidate contact method - Phone call,8,skipped
CC24_431b_2,Candidate contact method - Phone call,9,not asked
CC24_431b_3,Candidate contact method - Email or text message,1,selected
CC24_431b_3,Candidate contact method - Email or text message,2,not selected
CC24_431b_3,Candidate contact method - Email or text message,8,skipped
CC24_431b_3,Candidate contact method - Email or text message,9,not asked
CC24_431b_4,Candidate contact method - Letter or post card,1,selected
CC24_431b_4,Candidate contact method - Letter or post card,2,not selected
CC24_431b_4,Candidate contact method - Letter or post card,8,skipped
CC24_431b_4,Candidate contact method - Letter or post card,9,not asked
CC24_432a,Ever run for elective office,1,Yes
CC24_432a,Ever run for elective office,2,No
CC24_432a,Ever run for elective office,8,skipped
CC24_432a,Ever run for elective office,9,not asked
CC24_432b_1,Run for office - School Board,1,selected
CC24_432b_1,Run for office - School Board,2,not selected
CC24_432b_1,Run for office - School Board,8,skipped
CC24_432b_1,Run for office - School Board,9,not asked
CC24_432b_2,Run for office - Other local board or commission,1,selected
CC24_432b_2,Run for office - Other local board or commission,2,not selected
CC24_432b_2,Run for office - Other local board or commission,8,skipped
CC24_432b_2,Run for office - Other local board or commission,9,not asked
CC24_432b_3,Run for office - City Council,1,selected
CC24_432b_3,Run for office - City Council,2,not selected
CC24_432b_3,Run for office - City Council,8,skipped
CC24_432b_3,Run for office - City Council,9,not asked
CC24_432b_4,Run for office - Mayor,1,selected
CC24_432b_4,Run for office - Mayor,2,not selected
CC24_432b_4,Run for office - Mayor,8,skipped
CC24_432b_4,Run for office - Mayor,9,not asked
CC24_432b_5,Run for office - City or District Attorney,1,selected
CC24_432b_5,Run for office - City or District Attorney,2,not selected
CC24_432b_5,Run for office - City or District Attorney,8,skipped
CC24_432b_5,Run for office - City or District Attorney,9,not asked
CC24_432b_6,Run for office - Countywide office,1,selected
CC24_432b_6,Run for office - Countywide office,2,not selected
CC24_432b_6,Run for office - Countywide office,8,skipped
CC24_432b_6,Run for office - Countywide office,9,not asked
CC24_432b_7,Run for office - State legislature,1,selected
CC24_432b_7,Run for office - State legislature,2,not selected
CC24_432b_7,Run for office - State legislature,8,skipped
CC24_432b_7,Run for office - State legislature,9,not asked
CC24_432b_8,Run for office - Statewide office,1,selected
CC24_432b_8,Run for office - Statewide office,2,not selected
CC24_432b_8,Run for office - Statewide office,8,skipped
CC24_432b_8,Run for office - Statewide office,9,not asked
CC24_432b_9,Run for office - Federal legislature,1,selected
CC24_432b_9,Run for office - Federal legislature,2,not selected
CC24_432b_9,Run for office - Federal legislature,8,skipped
CC24_432b_9,Run for office - Federal legislature,9,not asked
CC24_432b_10,Run for office - Judge,1,selected
CC24_432b_10,Run for office - Judge,2,not selected
CC24_432b_10,Run for office - Judge,8,skipped
CC24_432b_10,Run for office - Judge,9,not asked
CC24_432b_11,Run for office - Other,1,selected
CC24_432b_11,Run for office - Other,2,not selected
CC24_432b_11,Run for office - Other,8,skipped
CC24_432b_11,Run for office - Other,9,not asked
CC24_432b_t,Run for office - open,NA,NA
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,1,Strongly agree
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,2,Somewhat agree
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,3,Neither agree nor disagree
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,4,Somewhat disagree
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,5,Strongly disagree
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,8,skipped
CC24_440a,Racial/Sexual agreement -- White people in the U.S. have certain advantages because of the color of their skin.,9,not asked
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",1,Strongly agree
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",2,Somewhat agree
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",3,Neither agree nor disagree
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",4,Somewhat disagree
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",5,Strongly disagree
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",8,skipped
CC24_440b,"Racial/Sexual agreement -- Racial problems in the U.S. are rare, isolated situations.",9,not asked
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,1,Strongly agree
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,2,Somewhat agree
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,3,Neither agree nor disagree
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,4,Somewhat disagree
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,5,Strongly disagree
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,8,skipped
CC24_440c,Racial/Sexual agreement -- Women seek to gain power by getting control over men.,9,not asked
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,1,Strongly agree
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,2,Somewhat agree
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,3,Neither agree nor disagree
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,4,Somewhat disagree
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,5,Strongly disagree
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,8,skipped
CC24_440d,Racial/Sexual agreement -- Women are too easily offended.,9,not asked
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",1,Strongly agree
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",2,Somewhat agree
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",3,Neither agree nor disagree
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",4,Somewhat disagree
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",5,Strongly disagree
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",8,skipped
CC24_441a,"Racial Resentment -- Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors.",9,not asked
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,1,Strongly agree
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,2,Somewhat agree
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,3,Neither agree nor disagree
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,4,Somewhat disagree
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,5,Strongly disagree
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,8,skipped
CC24_441b,Racial Resentment -- Generations of slavery and discrimination have created conditions that make it difficult for Blacks to work their way out of the lower class.,9,not asked
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,1,Strongly agree
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,2,Somewhat agree
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,3,Neither agree nor disagree
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,4,Somewhat disagree
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,5,Strongly disagree
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,8,skipped
CC24_441e,Racial Resentment -- I resent when Whites deny the existence of racial discrimination.,9,not asked
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,1,Strongly agree
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,2,Somewhat agree
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,3,Neither agree nor disagree
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,4,Somewhat disagree
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,5,Strongly disagree
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,8,skipped
CC24_441f,Racial Resentment -- Whites get away with offenses that African Americans would never get away with.,9,not asked
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,1,Strongly agree
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,2,Somewhat agree
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,3,Neither agree nor disagree
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,4,Somewhat disagree
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,5,Strongly disagree
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,8,skipped
CC24_441g,Racial Resentment -- Whites do not go to great lengths to understand the problems African Americans face.,9,not asked
CC24_443_1,State legislature spending -- Welfare,1,Greatly increase
CC24_443_1,State legislature spending -- Welfare,2,Slightly increase
CC24_443_1,State legislature spending -- Welfare,3,Maintain
CC24_443_1,State legislature spending -- Welfare,4,Slightly decrease
CC24_443_1,State legislature spending -- Welfare,5,Greatly decrease
CC24_443_1,State legislature spending -- Welfare,8,skipped
CC24_443_1,State legislature spending -- Welfare,9,not asked
CC24_443_2,State legislature spending -- Health Care,1,Greatly increase
CC24_443_2,State legislature spending -- Health Care,2,Slightly increase
CC24_443_2,State legislature spending -- Health Care,3,Maintain
CC24_443_2,State legislature spending -- Health Care,4,Slightly decrease
CC24_443_2,State legislature spending -- Health Care,5,Greatly decrease
CC24_443_2,State legislature spending -- Health Care,8,skipped
CC24_443_2,State legislature spending -- Health Care,9,not asked
CC24_443_3,State legislature spending -- Education,1,Greatly increase
CC24_443_3,State legislature spending -- Education,2,Slightly increase
CC24_443_3,State legislature spending -- Education,3,Maintain
CC24_443_3,State legislature spending -- Education,4,Slightly decrease
CC24_443_3,State legislature spending -- Education,5,Greatly decrease
CC24_443_3,State legislature spending -- Education,8,skipped
CC24_443_3,State legislature spending -- Education,9,not asked
